geometry,bench,bin,bus,highway,name_left,network,operator,public_transport,ref_left,shelter,source_left,old_name_left,old_name:es,lit,tactile_paving,check_date:shelter,name:ca_left,old_name:ca,wheelchair,check_date:bench,departures_board,kerb,kerb:approach_aid,passenger_information_display,covered,wikidata_left,wikipedia_left,network:wikidata,addr:city,addr:housenumber,addr:postcode,addr:street,lines,name:es_left,direction,network:wikipedia,local_ref,check_date,description,name:en,fixme,element_right,id_right,admin_level,boundary,source_right,Barrio,name:ca_right,name:es_right,type,wikidata_right,wikipedia_right,ref_right,alt_name,old_name_right,alt_name:ca
POINT (-0.3362494 39.4497547),,,yes,bus_stop,Barraques del Figuero - Cocoters,EMT,Empresa Municipal de Transportes de Valencia,platform,2048,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785201.0,10,administrative,,la Punta,la Punta,,boundary,Q585354,ca:La Punta (València),,,,
POINT (-0.3362374 39.4496124),,,yes,bus_stop,Barraques del Figuero - Ignacio Zuloaga,EMT,Empresa Municipal de Transportes de Valencia,platform,2047,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785201.0,10,administrative,,la Punta,la Punta,,boundary,Q585354,ca:La Punta (València),,,,
POINT (-0.3505031 39.4529539),,,yes,bus_stop,Àgora,EMT,Empresa Municipal de Transportes de Valencia,platform,2043,,www.emtvalencia.es,Eduardo Primo Yúfera - Front Àgora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785201.0,10,administrative,,la Punta,la Punta,,boundary,Q585354,ca:La Punta (València),,,,
POINT (-0.3528343 39.4526682),yes,,yes,bus_stop,Actor Antonio Ferrandis (imparell) - Centre Comercial,EMT,Empresa Municipal de Transportes de Valencia,platform,2242,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785201.0,10,administrative,,la Punta,la Punta,,boundary,Q585354,ca:La Punta (València),,,,
POINT (-0.3579747 39.4504649),yes,no,yes,bus_stop,Actor Antonio Ferrandis (imparell) - Amado Granell Mesado,EMT,Empresa Municipal de Transportes de Valencia,platform,2241,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785201.0,10,administrative,,la Punta,la Punta,,boundary,Q585354,ca:La Punta (València),,,,
POINT (-0.3625074 39.4485254),yes,,yes,bus_stop,Actor Antonio Ferrandis (imparell) - En Corts,EMT,Empresa Municipal de Transportes de Valencia,platform,2240,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785201.0,10,administrative,,la Punta,la Punta,,boundary,Q585354,ca:La Punta (València),,,,
POINT (-0.335856 39.4475694),,,yes,bus_stop,Ignacio de Zuloaga - Castell de Pop,EMT,Empresa Municipal de Transportes de Valencia,platform,2224,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785201.0,10,administrative,,la Punta,la Punta,,boundary,Q585354,ca:La Punta (València),,,,
POINT (-0.3450294 39.451536),,,yes,bus_stop,Centre d'Investigació Príncep Felip,EMT,Empresa Municipal de Transportes de Valencia,platform,2045,,www.emtvalencia.es,Eduardo Primo Yúfera - Front Centre Investigació,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785201.0,10,administrative,,la Punta,la Punta,,boundary,Q585354,ca:La Punta (València),,,,
POINT (-0.3406379 39.4506789),,,yes,bus_stop,Barraques del Figuero (parell) - Llauradors,EMT,Empresa Municipal de Transportes de Valencia,platform,2046,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785201.0,10,administrative,,la Punta,la Punta,,boundary,Q585354,ca:La Punta (València),,,,
POINT (-0.3404917 39.4507721),,,yes,bus_stop,Barraques del Figuero (imparell) - Llauradors,EMT,Empresa Municipal de Transportes de Valencia,platform,2049,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785201.0,10,administrative,,la Punta,la Punta,,boundary,Q585354,ca:La Punta (València),,,,
POINT (-0.3386939 39.4298906),,,yes,bus_stop,Carrera del Riu (imparell) - Rotonda Autovia,EMT,Empresa Municipal de Transportes de Valencia,platform,2208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785201.0,10,administrative,,la Punta,la Punta,,boundary,Q585354,ca:La Punta (València),,,,
POINT (-0.3421431 39.4308468),,,yes,bus_stop,Carrera del Riu (parell) - Rotonda Autovia,EMT,Empresa Municipal de Transportes de Valencia,platform,2207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785201.0,10,administrative,,la Punta,la Punta,,boundary,Q585354,ca:La Punta (València),,,,
POINT (-0.3357795 39.4447402),,,yes,bus_stop,Canal - Punta al Mar,EMT,Empresa Municipal de Transportes de Valencia,platform,2378,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785201.0,10,administrative,,la Punta,la Punta,,boundary,Q585354,ca:La Punta (València),,,,
POINT (-0.370747 39.4516773),,,yes,bus_stop,Fonteta Sant Lluís - Algímia d'Alfara,EMT,Empresa Municipal de Transportes de Valencia,platform,628,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785202.0,10,administrative,,Na Rovella,Na Rovella,,boundary,Q9048373,ca:Na Rovella,,,,
POINT (-0.3632467 39.4535973),,,yes,bus_stop,Germans Maristes - José Durán Martínez,EMT,Empresa Municipal de Transportes de Valencia,platform,649,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785202.0,10,administrative,,Na Rovella,Na Rovella,,boundary,Q9048373,ca:Na Rovella,,,,
POINT (-0.3658215 39.4525027),,,yes,bus_stop,Poliesportiu Fta. Sant Lluís,EMT,Empresa Municipal de Transportes de Valencia,platform,650,yes,www.emtvalencia.es,Germans Maristes (impar) - Poliesportiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785202.0,10,administrative,,Na Rovella,Na Rovella,,boundary,Q9048373,ca:Na Rovella,,,,
POINT (-0.3626439 39.4555005),,,yes,bus_stop,Amado Granell Mesado (parell) - Arabista Ambrosio Huici,EMT,Empresa Municipal de Transportes de Valencia,platform,2293,yes,www.emtvalencia.es,General Urrutia (par) - Arabista Ambrosio Huici,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785202.0,10,administrative,,Na Rovella,Na Rovella,,boundary,Q9048373,ca:Na Rovella,,,,
POINT (-0.3630285 39.4534371),,,yes,bus_stop,Germans Maristes - Institut Jordi de Sant Jordi,EMT,Empresa Municipal de Transportes de Valencia,platform,654,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785202.0,10,administrative,,Na Rovella,Na Rovella,,boundary,Q9048373,ca:Na Rovella,,,,
POINT (-0.3624549 39.4557254),yes,no,yes,bus_stop,Amado Granell Mesado (imparell) - Arabista Ambrosio Huici,EMT,Empresa Municipal de Transportes de Valencia,platform,2298,yes,www.emtvalencia.es,General Urrutia (impar) - Arabista Ambrosio Huici,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785202.0,10,administrative,,Na Rovella,Na Rovella,,boundary,Q9048373,ca:Na Rovella,,,,
POINT (-0.3685427 39.4510852),,,yes,bus_stop,Germans Maristes (parell) - Fonteta Sant Lluís,EMT,Empresa Municipal de Transportes de Valencia,platform,652,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785202.0,10,administrative,,Na Rovella,Na Rovella,,boundary,Q9048373,ca:Na Rovella,,,,
POINT (-0.3664375 39.4519863),,,yes,bus_stop,Poliesportiu Fta. Sant Lluís,EMT,Empresa Municipal de Transportes de Valencia,platform,653,,www.emtvalencia.es,Germans Maristes (par) - Poliesportiu,Hermanos Maristas (par) - Polideportivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785202.0,10,administrative,,Na Rovella,Na Rovella,,boundary,Q9048373,ca:Na Rovella,,,,
POINT (-0.3697966 39.4502916),,,yes,bus_stop,Fonteta Sant Lluís - Ebenista Caselles,EMT,Empresa Municipal de Transportes de Valencia,platform,630,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785202.0,10,administrative,,Na Rovella,Na Rovella,,boundary,Q9048373,ca:Na Rovella,,,,
POINT (-0.3696508 39.4502996),,,yes,bus_stop,Fonteta Sant Lluís - Germans Maristes,EMT,Empresa Municipal de Transportes de Valencia,platform,637,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785202.0,10,administrative,,Na Rovella,Na Rovella,,boundary,Q9048373,ca:Na Rovella,,,,
POINT (-0.3683829 39.4485188),,,yes,bus_stop,Fonteta Sant Lluís (imparell) - Àngel Villena,EMT,Empresa Municipal de Transportes de Valencia,platform,636,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785202.0,10,administrative,,Na Rovella,Na Rovella,,boundary,Q9048373,ca:Na Rovella,,,,
POINT (-0.3685272 39.4484719),,,yes,bus_stop,Fonteta Sant Lluís (parell) - Àngel Villena,EMT,Empresa Municipal de Transportes de Valencia,platform,882,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785202.0,10,administrative,,Na Rovella,Na Rovella,,boundary,Q9048373,ca:Na Rovella,,,,
POINT (-0.3653893 39.4556349),,,yes,bus_stop,la Plata - Poeta Miguel Hernández,EMT,Empresa Municipal de Transportes de Valencia,platform,892,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785202.0,10,administrative,,Na Rovella,Na Rovella,,boundary,Q9048373,ca:Na Rovella,,,,
POINT (-0.3678797 39.4516243),,,yes,bus_stop,Germans Maristes (imparell) - Fonteta Sant Lluís,EMT,Empresa Municipal de Transportes de Valencia,platform,1141,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785202.0,10,administrative,,Na Rovella,Na Rovella,,boundary,Q9048373,ca:Na Rovella,,,,
POINT (-0.3626666 39.4567965),yes,,yes,bus_stop,la Plata - Músic Òscar Esplá,EMT,Empresa Municipal de Transportes de Valencia,platform,1646,yes,www.emtvalencia.es,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785202.0,10,administrative,,Na Rovella,Na Rovella,,boundary,Q9048373,ca:Na Rovella,,,,
POINT (-0.3713326 39.4510577),,,yes,bus_stop,"Avinguda d'Ausìas March, 55",MetroBus,Autobusos Metropolitans de València,platform,,,,,,,,,"Avinguda d'Ausìas March, 55",,,,,,,,,,,Q5712403,,,,,,,,,,,,,,relation,14785202.0,10,administrative,,Na Rovella,Na Rovella,,boundary,Q9048373,ca:Na Rovella,,,,
POINT (-0.3801115 39.4470078),no,yes,yes,bus_stop,Malilla (parell) - Illa Formentera,EMT,Empresa Municipal de Transportes de Valencia,platform,612,no,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3782929 39.4543088),,,yes,bus_stop,Malilla - Pianista Empar Iturbi,EMT,Empresa Municipal de Transportes de Valencia,platform,609,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.379659 39.4488478),yes,no,yes,bus_stop,Malilla (parell) - Illa Cabrera,EMT,Empresa Municipal de Transportes de Valencia,platform,611,yes,www.emtvalencia.es,,,yes,no,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3787509 39.4525193),,,yes,bus_stop,Malilla - Oltà,EMT,Empresa Municipal de Transportes de Valencia,platform,610,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3756642 39.4523029),yes,,yes,bus_stop,Joaquin Benlloch - Oltà,EMT,Empresa Municipal de Transportes de Valencia,platform,621,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3738255 39.4497363),,,yes,bus_stop,Joaquín Benlloch - Illa Cabrera,EMT,Empresa Municipal de Transportes de Valencia,platform,620,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3751466 39.4550123),,,yes,bus_stop,Pianista Empar Iturbi - Ausiàs March,EMT,Empresa Municipal de Transportes de Valencia,platform,623,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3769101 39.4540713),,,yes,bus_stop,Centre de Salut Eng. Joaquín Benlloch,EMT,Empresa Municipal de Transportes de Valencia,platform,622,,www.emtvalencia.es,Joaquín Benlloch - Pianista Empar Iturbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3792545 39.450481),,,yes,bus_stop,Malilla (parell) - Bernat Descoll,EMT,Empresa Municipal de Transportes de Valencia,platform,1091,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3745133 39.4517865),,,yes,bus_stop,Poliesportiu Malilla,EMT,Empresa Municipal de Transportes de Valencia,platform,1354,,www.emtvalencia.es,Bernat Descoll - Joaquín Benlloch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3738078 39.4533058),yes,,yes,bus_stop,Oltà - Ausiàs March,EMT,Empresa Municipal de Transportes de Valencia,platform,1355,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3799709 39.4467289),yes,,yes,bus_stop,Malilla (imparell) - Illa Formentera,EMT,Empresa Municipal de Transportes de Valencia,platform,1463,yes,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3793647 39.4494048),yes,,yes,bus_stop,Malilla (imparell) - Illa Cabrera,EMT,Empresa Municipal de Transportes de Valencia,platform,1464,yes,www.emtvalencia.es,,,,,2022-09-23,,,,,,,,,yes,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3789382 39.4509303),yes,no,yes,bus_stop,Malilla (imparell) - Bernat Descoll,EMT,Empresa Municipal de Transportes de Valencia,platform,1465,yes,www.emtvalencia.es,,,yes,yes,2022-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3728044 39.4521142),,,yes,bus_stop,Ausiàs March - Bernat Descoll,EMT,Empresa Municipal de Transportes de Valencia,platform,1821,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.371413 39.450202),,,yes,bus_stop,Ausiàs March - Na Robella,EMT,Empresa Municipal de Transportes de Valencia,platform,1822,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3751398 39.4555333),,,yes,bus_stop,Ausiàs March - Manuel Sanchis Guarner,EMT,Empresa Municipal de Transportes de Valencia,platform,1819,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3763677 39.453644),,,yes,bus_stop,Pedreguer - Juan Ramón Jiménez,EMT,Empresa Municipal de Transportes de Valencia,platform,1820,,www.emtvalencia.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3762845 39.4449033),yes,no,yes,bus_stop,Hospital la Fe,EMT,Empresa Municipal de Transportes de Valencia,platform,1946,yes,www.emtvalencia.es,Bulevard Sud (par) - Hospital la Fe,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3700808 39.4458992),,,yes,bus_stop,Rotonda dels Hams,EMT,Empresa Municipal de Transportes de Valencia,platform,1947,yes,www.emtvalencia.es,Bulevard Sud (impar) - Juan Ramón Jiménez,Bulevar Sur (impar) - Juan Ramón Jiménez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3772184 39.4454497),yes,no,yes,bus_stop,Hospital la Fe,EMT,Empresa Municipal de Transportes de Valencia,platform,1964,yes,www.emtvalencia.es,Bulevard Sud (impar) - Hospital La Fe,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3808361 39.4458062),yes,no,yes,bus_stop,Bulevard Sud (imparell) - Malilla,EMT,Empresa Municipal de Transportes de Valencia,platform,1965,yes,www.emtvalencia.es,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3812626 39.4454693),no,yes,yes,bus_stop,Bulevard Sud (parell) - Malilla,EMT,Empresa Municipal de Transportes de Valencia,platform,1944,no,www.emtvalencia.es,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
POINT (-0.3757131 39.4448501),yes,yes,yes,bus_stop,Hospital la Fe,EMT,Empresa Municipal de Transportes de Valencia,platform,1946,yes,www.emtvalencia.es,Bulevard Sud (par) - Hospital la Fe,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,relation,14785203.0,10,administrative,,Malilla,Malilla,,boundary,Q9027164,ca:Malilla,,,,
