geometry,leisure,name_left,name:ca_left,note,name:es_left,operator,operator:type,name:etymology:wikidata,wikidata_left,wikipedia_left,alt_name_left,opening_hours,tourism,addr:city,addr:postcode,addr:street,alt_name:ca_left,alt_name:es,nohousenumber,old_name_left,phone,source_left,wikimedia_commons,dog,smoking,loc_name,access,loc_name:ca,loc_name:es,lit,surface,addr:housenumber,old_name:es,name:sr,place,foot,designation,name:etymology,source:date,natural,garden:type,description,noname,building,fee,parking,landuse,type_left,amenity,centroid,coords,element_right,id_right,admin_level,boundary,source_right,Barrio,name:ca_right,name:es_right,type_right,wikidata_right,wikipedia_right,ref,alt_name_right,old_name_right,alt_name:ca_right
POINT (-0.3830315217693559 39.49578579126445),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3830315217693559 39.49578579126445),"(39.49578579126445, -0.3830315217693559)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3817985342831381 39.49605271895576),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3817985342831381 39.49605271895576),"(39.49605271895576, -0.3817985342831381)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3812447246800368 39.494634109451724),park,Parc del Camí de Moncada,Parc del Camí de Moncada,,Parque del Camino de Moncada,,,,,,Jardí del Camí de Moncada,,,,,,Jardí del Camí de Moncada,Jardín del Camino de Moncada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3812447246800368 39.494634109451724),"(39.494634109451724, -0.38124472468003684)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3904220661088681 39.49769840336101),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3904220661088681 39.49769840336101),"(39.49769840336101, -0.3904220661088681)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3913578388440059 39.49712200628831),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3913578388440059 39.49712200628831),"(39.49712200628831, -0.3913578388440059)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3892894310737999 39.49839477401986),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3892894310737999 39.49839477401986),"(39.49839477401986, -0.3892894310737999)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3994098710147849 39.494112495809446),park,Zona Verde,,,,,,,,,,24/7,,,46015,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3994098710147849 39.494112495809446),"(39.494112495809446, -0.39940987101478487)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3948625860380631 39.486033773521996),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3948625860380631 39.486033773521996),"(39.486033773521996, -0.39486258603806307)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3830748161793995 39.49715878340238),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3830748161793995 39.49715878340238),"(39.49715878340238, -0.3830748161793995)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3946750983642705 39.487357431631466),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3946750983642705 39.487357431631466),"(39.487357431631466, -0.3946750983642705)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3833626359884936 39.491752665930036),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3833626359884936 39.491752665930036),"(39.491752665930036, -0.38336263598849357)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3879966601748392 39.493579555833286),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3879966601748392 39.493579555833286),"(39.493579555833286, -0.3879966601748392)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3888341153276023 39.49374038901286),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3888341153276023 39.49374038901286),"(39.49374038901286, -0.3888341153276023)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.389027700170713 39.49408562011129),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.389027700170713 39.49408562011129),"(39.49408562011129, -0.38902770017071303)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3877003305092414 39.493923520714446),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3877003305092414 39.493923520714446),"(39.493923520714446, -0.3877003305092414)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3876169177511913 39.49478550709754),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3876169177511913 39.49478550709754),"(39.49478550709754, -0.3876169177511913)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3880629788152907 39.494542766055),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3880629788152907 39.494542766055),"(39.494542766055, -0.3880629788152907)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.3928761090748136 39.49392429181786),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3928761090748136 39.49392429181786),"(39.49392429181786, -0.39287610907481363)",relation,14877588.0,10,administrative,,Benicalap,Benicalap,,boundary,Q5725686,,,,,
POINT (-0.396599926344306 39.49739495668882),park,Parc de Benicalap,Parc de Benicalap,,Parque Benicalap,,,,Q11940158,ca:Parc Municipal de Benicalap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.396599926344306 39.49739495668882),"(39.49739495668882, -0.39659992634430596)",relation,14877589.0,10,administrative,,Ciutat Fallera,Ciutat Fallera,,boundary,Q8346553,ca:Ciutat de l'Artista Faller,,Ciutat de l'Artista Faller,,Ciutat de l'Artista Faller
POINT (-0.3593087700445785 39.46257606271344),park,Jardí del Túria - Tram XII,Jardí del Túria - Tram XII,,Jardín del Turia - Tramo XII,,,Q2713406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3593087700445785 39.46257606271344),"(39.46257606271344, -0.3593087700445785)",relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3551855607877903 39.46080847621105),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3551855607877903 39.46080847621105),"(39.46080847621105, -0.3551855607877903)",relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3488211033806186 39.45782788535614),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3488211033806186 39.45782788535614),"(39.45782788535614, -0.34882110338061856)",relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3515305442020708 39.45738063822461),park,"Jardí del Túria - Tramos XIII, XIV y XV - CaC","Jardí del Túria - Tramos XIII, XIV y XV - CaC",,"Jardín del Turia - Tramos XIII, XIV y XV - CaC",,,Q2713406,,,,,,,,,,,,,,,,,,Jardines Ciudad de las Artes y las Ciencias,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3515305442020708 39.45738063822461),"(39.45738063822461, -0.3515305442020708)",relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3474248070290019 39.46024996343277),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3474248070290019 39.46024996343277),"(39.46024996343277, -0.34742480702900186)",relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3485983447865134 39.46053262979312),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3485983447865134 39.46053262979312),"(39.46053262979312, -0.34859834478651336)",relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3569038911136387 39.460100427621214),park,Jardí del Túria - Tram XII,Jardí del Túria - Tram XII,,Jardín del Turia - Tramo XII,,,Q2713406,,,,,,,,,,,,,,,,,,Jardí del Túria - Tram XII - Palau de les Arts Reina Sofia,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3569038911136387 39.460100427621214),"(39.460100427621214, -0.35690389111363874)",relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3462904940540914 39.45464928851182),park,Jardí del Túria - Tram XVI,Jardí del Túria - Tram XVI,,Jardín del Turia - Tramo XVI,,,Q2713406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3462904940540914 39.45464928851182),"(39.45464928851182, -0.34629049405409135)",relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3497578887433347 39.460627225909064),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3497578887433347 39.460627225909064),"(39.460627225909064, -0.3497578887433347)",relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3463770030777371 39.459835067878146),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3463770030777371 39.459835067878146),"(39.459835067878146, -0.3463770030777371)",relation,14891695.0,10,administrative,,Penya-roja,Penya-roja,,boundary,Q9058101,ca:Penya-roja (barri de València),,,,
POINT (-0.3516267195089572 39.462585725668745),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3516267195089572 39.462585725668745),"(39.462585725668745, -0.3516267195089572)",relation,14891696.0,10,administrative,,Camí Fondo,Camí Fondo,,boundary,Q8261289,ca:Camí Fondo,,,,
POINT (-0.3511005045466112 39.464465770749925),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3511005045466112 39.464465770749925),"(39.464465770749925, -0.35110050454661124)",relation,14891696.0,10,administrative,,Camí Fondo,Camí Fondo,,boundary,Q8261289,ca:Camí Fondo,,,,
POINT (-0.3516440763942975 39.4646067522472),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3516440763942975 39.4646067522472),"(39.4646067522472, -0.3516440763942975)",relation,14891696.0,10,administrative,,Camí Fondo,Camí Fondo,,boundary,Q8261289,ca:Camí Fondo,,,,
POINT (-0.3489882374187493 39.46263958453159),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3489882374187493 39.46263958453159),"(39.46263958453159, -0.3489882374187493)",relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3484349158323519 39.46376862263669),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3484349158323519 39.46376862263669),"(39.46376862263669, -0.3484349158323519)",relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3493511195233919 39.46404460580438),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3493511195233919 39.46404460580438),"(39.46404460580438, -0.3493511195233919)",relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3471264021834757 39.46099773544629),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3471264021834757 39.46099773544629),"(39.46099773544629, -0.34712640218347574)",relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3447524511799984 39.46041182981519),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3447524511799984 39.46041182981519),"(39.46041182981519, -0.34475245117999836)",relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.348349089521903 39.46445334939941),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.348349089521903 39.46445334939941),"(39.46445334939941, -0.34834908952190297)",relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3472490238948976 39.4633617672053),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3472490238948976 39.4633617672053),"(39.4633617672053, -0.34724902389489765)",relation,14891697.0,10,administrative,,la Creu del Grau,la Creu del Grau,,boundary,Q5575779,ca:La Creu del Grau,,,,
POINT (-0.3441885664325642 39.467506668248646),park,Jardins d'Aiora,Jardins d'Aiora,,Jardín de Ayora,,,Q9054302,Q9054302,es:Palacete de Ayora,,,,València,46021,Carrer dels Sants Just i Pastor,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,POINT (-0.3441885664325642 39.467506668248646),"(39.467506668248646, -0.3441885664325642)",relation,14891698.0,10,administrative,,Aiora,Aiora,,boundary,Q3815985,ca:Aiora (barri de València),,,,
POINT (-0.3471878077020051 39.46816210909251),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3471878077020051 39.46816210909251),"(39.46816210909251, -0.34718780770200514)",relation,14891698.0,10,administrative,,Aiora,Aiora,,boundary,Q3815985,ca:Aiora (barri de València),,,,
POINT (-0.3360225991268145 39.465825512931595),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3360225991268145 39.465825512931595),"(39.465825512931595, -0.33602259912681454)",relation,14891698.0,10,administrative,,Aiora,Aiora,,boundary,Q3815985,ca:Aiora (barri de València),,,,
POINT (-0.3374620730198286 39.46492136711422),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3374620730198286 39.46492136711422),"(39.46492136711422, -0.3374620730198286)",relation,14891698.0,10,administrative,,Aiora,Aiora,,boundary,Q3815985,ca:Aiora (barri de València),,,,
POINT (-0.3475848517110312 39.477760506511586),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3475848517110312 39.477760506511586),"(39.477760506511586, -0.34758485171103115)",relation,14891835.0,10,administrative,,la Carrasca,la Carrasca,,boundary,Q5493085,ca:La Carrasca,,,,
POINT (-0.3500864940713712 39.4787877293368),park,Jardí d'Albalat dels Tarongers,Jardí d'Albalat dels Tarongers,,,,,,Q17606973,ca:Jardí d'Albalat dels Tarongers,,24/7,,València,46021,Carrer del Clariano,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3500864940713712 39.4787877293368),"(39.4787877293368, -0.35008649407137116)",relation,14891835.0,10,administrative,,la Carrasca,la Carrasca,,boundary,Q5493085,ca:La Carrasca,,,,
POINT (-0.3433790243120853 39.47639801664749),park,Jardí de la Carrasca-Campus dels Tarongers,Jardí de la Carrasca-Campus dels Tarongers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3433790243120853 39.47639801664749),"(39.47639801664749, -0.34337902431208533)",relation,14891835.0,10,administrative,,la Carrasca,la Carrasca,,boundary,Q5493085,ca:La Carrasca,,,,
POINT (-0.3378951135844809 39.48538777656043),park,Plaça de l'Ermita Molí de Vera,Plaça de l'Ermita Molí de Vera,,Plaza de la Ermita de Vera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3378951135844809 39.48538777656043),"(39.48538777656043, -0.33789511358448093)",relation,14891835.0,10,administrative,,la Carrasca,la Carrasca,,boundary,Q5493085,ca:La Carrasca,,,,
POINT (-0.3530426912546495 39.479549033923924),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3530426912546495 39.479549033923924),"(39.479549033923924, -0.3530426912546495)",relation,14891835.0,10,administrative,,la Carrasca,la Carrasca,,boundary,Q5493085,ca:La Carrasca,,,,
POINT (-0.3387843180417374 39.47257432940396),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3387843180417374 39.47257432940396),"(39.47257432940396, -0.33878431804173736)",relation,14891835.0,10,administrative,,la Carrasca,la Carrasca,,boundary,Q5493085,ca:La Carrasca,,,,
POINT (-0.3476660291385896 39.47697427811733),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3476660291385896 39.47697427811733),"(39.47697427811733, -0.3476660291385896)",relation,14891836.0,10,administrative,,la Vega Baixa,,,boundary,Q9018347,ca:La Bega Baixa,,Barri de Sant Josep,,
POINT (-0.3504568818034923 39.47617215152411),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3504568818034923 39.47617215152411),"(39.47617215152411, -0.3504568818034923)",relation,14891836.0,10,administrative,,la Vega Baixa,,,boundary,Q9018347,ca:La Bega Baixa,,Barri de Sant Josep,,
POINT (-0.3507881582320262 39.472881682701406),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3507881582320262 39.472881682701406),"(39.472881682701406, -0.35078815823202625)",relation,14891837.0,10,administrative,,l'Amistat,l'Amistat,,boundary,Q11687498,ca:L'Amistat (barri de València),,,,
POINT (-0.3503383347587984 39.47178060379419),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3503383347587984 39.47178060379419),"(39.47178060379419, -0.3503383347587984)",relation,14891837.0,10,administrative,,l'Amistat,l'Amistat,,boundary,Q11687498,ca:L'Amistat (barri de València),,,,
POINT (-0.3416763126200896 39.473204832053995),park,Plaça de l'Actor Enrique Rambal,Plaça de l'Actor Enrique Rambal,,Plaza del Actor Enrique Rambal,,,Q3826145,,,,,,,,,,,,,,,,,,,,,,yes,compacted,,,,,,,,,,,,,,,,,,,POINT (-0.3416763126200896 39.473204832053995),"(39.473204832053995, -0.3416763126200896)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.3482304835826693 39.47139026596862),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3482304835826693 39.47139026596862),"(39.47139026596862, -0.34823048358266934)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.346908785677546 39.47496263385752),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.346908785677546 39.47496263385752),"(39.47496263385752, -0.34690878567754596)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.3471332292938638 39.47166788179074),park,Parc del Cedre,Parc del Cedre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3471332292938638 39.47166788179074),"(39.47166788179074, -0.3471332292938638)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.346040919418957 39.47248327345314),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.346040919418957 39.47248327345314),"(39.47248327345314, -0.34604091941895704)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.3477447795822266 39.47269319686555),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3477447795822266 39.47269319686555),"(39.47269319686555, -0.3477447795822266)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.34724225 39.47277225),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.34724225 39.47277225),"(39.47277225, -0.34724225)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.347244215693905 39.473070555513836),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.347244215693905 39.473070555513836),"(39.473070555513836, -0.34724421569390496)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.3468075820579449 39.47294369910409),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3468075820579449 39.47294369910409),"(39.47294369910409, -0.34680758205794493)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.3463776310342593 39.472816558598005),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3463776310342593 39.472816558598005),"(39.472816558598005, -0.3463776310342593)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.347284563990666 39.47110856376029),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.347284563990666 39.47110856376029),"(39.47110856376029, -0.34728456399066604)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.3467024947144861 39.4709406943966),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3467024947144861 39.4709406943966),"(39.4709406943966, -0.3467024947144861)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.3459220926471853 39.47071599182696),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3459220926471853 39.47071599182696),"(39.47071599182696, -0.3459220926471853)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.3453747194120186 39.4722239534605),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3453747194120186 39.4722239534605),"(39.4722239534605, -0.34537471941201864)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.3439987649508149 39.471910431483245),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3439987649508149 39.471910431483245),"(39.471910431483245, -0.3439987649508149)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.3447921991973286 39.47205023823817),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3447921991973286 39.47205023823817),"(39.47205023823817, -0.34479219919732856)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.3423929202167844 39.473432617290015),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3423929202167844 39.473432617290015),"(39.473432617290015, -0.34239292021678436)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.3430900187013519 39.473642508751865),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.3430900187013519 39.473642508751865),"(39.473642508751865, -0.34309001870135186)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
POINT (-0.343775527742988 39.473840175100335),park,Zona Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-0.343775527742988 39.473840175100335),"(39.473840175100335, -0.34377552774298803)",relation,14891838.0,10,administrative,,Ciutat Jardí,Ciutat Jardí,,boundary,Q8346554,ca:Ciutat Jardí (barri de València),,,,
